"1276-1","http://cache.lego.com/bigdownloads/buildinginstructions/4132645.pdf","HELICOPTER"
"1277-1","http://cache.lego.com/bigdownloads/buildinginstructions/4132646.pdf","HOVERCRAFT WITH ICE SAWS"
"1285-1","http://cache.lego.com/bigdownloads/buildinginstructions/4132653.pdf","YELLOW RACER BOAT"
"1286-1","http://cache.lego.com/bigdownloads/buildinginstructions/4132672.pdf","KING WITH CHART"
"1288-1","http://cache.lego.com/bigdownloads/buildinginstructions/4129493.pdf","Also 4807-1"
"1289-1","http://cache.lego.com/bigdownloads/buildinginstructions/4132673.pdf","SMALL CATAPULT"
"1290-1","http://cache.lego.com/bigdownloads/buildinginstructions/4132920.pdf","VOLCANO CLIMBER"
"1291-1","http://cache.lego.com/bigdownloads/buildinginstructions/4132921.pdf","DIRT BIKE"
"1292-1","http://cache.lego.com/bigdownloads/buildinginstructions/4132922.pdf","ICE EXPLORER"
"1293-1","http://cache.lego.com/bigdownloads/buildinginstructions/4132923.pdf","SWAMP CRAFT"
"1294-1","http://cache.lego.com/bigdownloads/buildinginstructions/4133285.pdf","FIRE HELICOPTER"
"1295-1","http://cache.lego.com/bigdownloads/buildinginstructions/4133286.pdf","HOVERCRAFT"
"1296-1","http://cache.lego.com/bigdownloads/buildinginstructions/4133287.pdf","EXCAVATOR"
"1297-1","http://cache.lego.com/bigdownloads/buildinginstructions/4133288.pdf","POLICE CAR"
"1349-1","http://cache.lego.com/bigdownloads/buildinginstructions/4130816.pdf","Truck & Dino"
"1349-1","http://cache.lego.com/bigdownloads/buildinginstructions/4130821.pdf","Explosion Studio"
"1351-1","http://cache.lego.com/bigdownloads/buildinginstructions/4130802.pdf","Moving Backdrop Studio"
"1353-1","http://cache.lego.com/bigdownloads/buildinginstructions/4130822.pdf","Car Stunt Studio"
"1354-1","http://cache.lego.com/bigdownloads/buildinginstructions/4130823.pdf","Dino Head Attack"
"1355-1","http://cache.lego.com/bigdownloads/buildinginstructions/4130824.pdf","Temple of Gloom"
"1356-1","http://cache.lego.com/bigdownloads/buildinginstructions/4130825.pdf","Stuntman Catapult"
"1357-1","http://cache.lego.com/bigdownloads/buildinginstructions/4130826.pdf","Cameraman"
"1360-1","http://cache.lego.com/bigdownloads/buildinginstructions/4156208.pdf","DIRECTOR'S COPTER"
"1361-1","http://cache.lego.com/bigdownloads/buildinginstructions/4156209.pdf","CAMERA CAR"
"1362-1","http://cache.lego.com/bigdownloads/buildinginstructions/4156210.pdf","AIR BOAT"
"1363-1","http://cache.lego.com/bigdownloads/buildinginstructions/4156211.pdf","STUNT GO-CART"
"1370-1","http://cache.lego.com/bigdownloads/buildinginstructions/4161750.pdf","Raptor Rumble Studio"
"1371-1","http://cache.lego.com/bigdownloads/buildinginstructions/4161787.pdf","Spinosaurus Attack Studio"
"1374-1","http://cache.lego.com/bigdownloads/buildinginstructions/4182046.pdf",""
"1374-1","http://cache.lego.com/bigdownloads/buildinginstructions/4201445.pdf","Green Goblin™"
"1376-1","http://cache.lego.com/bigdownloads/buildinginstructions/4182052.pdf","Spider-Man™ Action Studio"
"1380-1","http://cache.lego.com/bigdownloads/buildinginstructions/4177856.pdf","Werewolf Ambush"
"1381-1","http://cache.lego.com/bigdownloads/buildinginstructions/4177857.pdf","Vampire's Crypt"
"1382-1","http://cache.lego.com/bigdownloads/buildinginstructions/4177858.pdf","Scary Laboratory"
"1383-1","http://cache.lego.com/bigdownloads/buildinginstructions/4177859.pdf","Curse of the Pharaoh"
"1413-1","http://cache.lego.com/bigdownloads/buildinginstructions/4130833.pdf","ROVER"
"1414-1","http://cache.lego.com/bigdownloads/buildinginstructions/4131474.pdf","DOUBLE HOVER"
"1415-1","http://cache.lego.com/bigdownloads/buildinginstructions/4131475.pdf","JET SCOOTER"
"1416-1","http://cache.lego.com/bigdownloads/buildinginstructions/4131460.pdf","WORKER ROBOT"
"1417-1","http://cache.lego.com/bigdownloads/buildinginstructions/4161956.pdf","VAKAMA"
"1418-1","http://cache.lego.com/bigdownloads/buildinginstructions/4161957.pdf","MATAU"
"1419-1","http://cache.lego.com/bigdownloads/buildinginstructions/4161959.pdf","NOKAMA"
"1420-1","http://cache.lego.com/bigdownloads/buildinginstructions/4161965.pdf","NUJU"
"1421-1","http://cache.lego.com/bigdownloads/buildinginstructions/4166107.pdf","DIRECTOR'S COPTER"
"1422-1","http://cache.lego.com/bigdownloads/buildinginstructions/4166108.pdf","CAMERA CAR"
"1423-1","http://cache.lego.com/bigdownloads/buildinginstructions/4166109.pdf","AIR BOAT"
"1424-1","http://cache.lego.com/bigdownloads/buildinginstructions/4166110.pdf","STUNT GO-CART"
"1425-1","http://cache.lego.com/bigdownloads/buildinginstructions/4178468.pdf","ALPHA TEAM JET SUB"
"1426-1","http://cache.lego.com/bigdownloads/buildinginstructions/4178470.pdf","ALPHA TEAM WING DIVER"
"1427-1","http://cache.lego.com/bigdownloads/buildinginstructions/4178472.pdf","OGEL UNDERWATER SLIZER"
"1428-1","http://cache.lego.com/bigdownloads/buildinginstructions/4174856.pdf","Kick 'n' Score"
"1429-1","http://cache.lego.com/bigdownloads/buildinginstructions/4174858.pdf","Goalkeeper Training"
"1430-1","http://cache.lego.com/bigdownloads/buildinginstructions/4174859.pdf","Precision Training"
"1441-1","http://cache.lego.com/bigdownloads/buildinginstructions/4206494.pdf","FIKOU"
"1660-1","http://cache.lego.com/bigdownloads/buildinginstructions/4103889.pdf",""
"1719-1","http://cache.lego.com/bigdownloads/buildinginstructions/877195.pdf","CANN. W. BUILDING LID EXCL."
"1747-1","http://cache.lego.com/bigdownloads/buildinginstructions/4103885.pdf",""
"1749-1","http://cache.lego.com/bigdownloads/buildinginstructions/4103886.pdf",""
"1752-1","http://cache.lego.com/bigdownloads/buildinginstructions/4103887.pdf",""
"1760-1","http://cache.lego.com/bigdownloads/buildinginstructions/877132.pdf","GO-KART"
"1775-1","http://cache.lego.com/bigdownloads/buildinginstructions/877075.pdf","INFLIGHT FUN JET"
"1782-1","http://cache.lego.com/bigdownloads/buildinginstructions/4109179.pdf","DIVING"
"1796-1","http://cache.lego.com/bigdownloads/buildinginstructions/4108581.pdf","Freestyle Large Monster Bucket"
"1796-1","http://cache.lego.com/bigdownloads/buildinginstructions/4105511.pdf","Freestyle Large Monster Bucket"
"1802-1","http://cache.lego.com/bigdownloads/buildinginstructions/4101182.pdf",""
"1804-1","http://cache.lego.com/bigdownloads/buildinginstructions/4101183.pdf",""
"1806-1","http://cache.lego.com/bigdownloads/buildinginstructions/4101184.pdf",""
"1808-1","http://cache.lego.com/bigdownloads/buildinginstructions/4100907.pdf","INFLIGHT CLOUD HOPPER"
"1808-1","http://cache.lego.com/bigdownloads/buildinginstructions/4100906.pdf","INFLIGHT CLOUD HOPPER"
"1809-1","http://cache.lego.com/bigdownloads/buildinginstructions/4109228.pdf","INFLIGHT FUN FLYER GA"
"1809-1","http://cache.lego.com/bigdownloads/buildinginstructions/4117659.pdf","INFLIGHT FUN FLYER GA"
"1809-1","http://cache.lego.com/bigdownloads/buildinginstructions/4105460.pdf","INFLIGHT FUN FLYER GA"
"1815-1","http://cache.lego.com/bigdownloads/buildinginstructions/4103883.pdf","PARADISA SMALL BEACH"
"1817-1","http://cache.lego.com/bigdownloads/buildinginstructions/4105367.pdf","INFLIGHT FOREST FLYER"
"1817-1","http://cache.lego.com/bigdownloads/buildinginstructions/4105532.pdf","INFLIGHT FOREST FLYER"
"1818-1","http://cache.lego.com/bigdownloads/buildinginstructions/4105466.pdf","INFLIGHT STARLINER"
"1821-1","http://cache.lego.com/bigdownloads/buildinginstructions/4103884.pdf","TOWN RACE TEAM"
"1822-1","http://cache.lego.com/bigdownloads/buildinginstructions/4101177.pdf","III NEPTUNES"
"1831-1","http://cache.lego.com/bigdownloads/buildinginstructions/4101178.pdf","MAERSK TRUCK TOWN"
"1843-2","http://cache.lego.com/bigdownloads/buildinginstructions/4103888.pdf",""
"1858-1","http://cache.lego.com/bigdownloads/buildinginstructions/4105467.pdf",""
"1865-1","http://cache.lego.com/bigdownloads/buildinginstructions/4105528.pdf","INFLIGHT SKY HOPPER GA"
"1869-1","http://cache.lego.com/bigdownloads/buildinginstructions/4105479.pdf",""
"1955-1","http://cache.lego.com/bigdownloads/buildinginstructions/120691.pdf","COLOR LINE FERRY"
"2010-1","http://cache.lego.com/bigdownloads/buildinginstructions/4111737.pdf","Baby Walker"
"2063-1","http://cache.lego.com/bigdownloads/buildinginstructions/4620381.pdf","STORMER 2.0"
"2064-1","http://cache.lego.com/bigdownloads/buildinginstructions/4511979.pdf","LEGO® Rescue Plane"
"2064-1","http://cache.lego.com/bigdownloads/buildinginstructions/4511980.pdf","Parts list and flyer"
"2065-1","http://cache.lego.com/bigdownloads/buildinginstructions/4620382.pdf","FURNO 2.0"
"2067-1","http://cache.lego.com/bigdownloads/buildinginstructions/4620383.pdf","EVO 2.0"
"2068-1","http://cache.lego.com/bigdownloads/buildinginstructions/4620384.pdf","NEX 2.0"
"2111-1","http://cache.lego.com/bigdownloads/buildinginstructions/4618487.pdf","Kai"
"2111-1","http://cache.lego.com/bigdownloads/buildinginstructions/4618486.pdf","Kai"
"2112-1","http://cache.lego.com/bigdownloads/buildinginstructions/4618488.pdf","Cole"
"2112-1","http://cache.lego.com/bigdownloads/buildinginstructions/4618489.pdf","Cole"
"2113-1","http://cache.lego.com/bigdownloads/buildinginstructions/4618490.pdf","Zane"
"2113-1","http://cache.lego.com/bigdownloads/buildinginstructions/4618491.pdf","Zane"
"2114-1","http://cache.lego.com/bigdownloads/buildinginstructions/4618492.pdf","Chopov"
"2114-1","http://cache.lego.com/bigdownloads/buildinginstructions/4618493.pdf","Chopov"
"2115-1","http://cache.lego.com/bigdownloads/buildinginstructions/4618494.pdf","Bonezai"
"2115-1","http://cache.lego.com/bigdownloads/buildinginstructions/4618495.pdf","Bonezai"
"2116-1","http://cache.lego.com/bigdownloads/buildinginstructions/4618496.pdf","Krazi"
"2116-1","http://cache.lego.com/bigdownloads/buildinginstructions/4618497.pdf","Krazi"
"2126-1","http://cache.lego.com/bigdownloads/buildinginstructions/4115734.pdf","TRAIN WAGGONS"
"2129-1","http://cache.lego.com/bigdownloads/buildinginstructions/4108973.pdf","DRAGSTER"
"2141-1","http://cache.lego.com/bigdownloads/buildinginstructions/4620386.pdf","SURGE 2.0"
"2142-1","http://cache.lego.com/bigdownloads/buildinginstructions/4620387.pdf","BREEZ 2.0"
"2143-1","http://cache.lego.com/bigdownloads/buildinginstructions/4641230.pdf","Rocka 3.0"
"2144-1","http://cache.lego.com/bigdownloads/buildinginstructions/4641233.pdf","Nex 3.0"
"2145-1","http://cache.lego.com/bigdownloads/buildinginstructions/4641234.pdf","Stormer 3.0"
"2147-1","http://cache.lego.com/bigdownloads/buildinginstructions/4111303.pdf","INFLIGHT DRAGON FLY"
"2147-1","http://cache.lego.com/bigdownloads/buildinginstructions/4111304.pdf","INFLIGHT DRAGON FLY"
"2148-1","http://cache.lego.com/bigdownloads/buildinginstructions/4109180.pdf","LEGO TRUCK"
"2149-1","http://cache.lego.com/bigdownloads/buildinginstructions/4111429.pdf","COLOR LINE TRUCK"
"2150-1","http://cache.lego.com/bigdownloads/buildinginstructions/4108683.pdf",""
"2152-1","http://cache.lego.com/bigdownloads/buildinginstructions/4117789.pdf",""
"2153-1","http://cache.lego.com/bigdownloads/buildinginstructions/4124711.pdf","ROBO BLOCKBLASTER"
"2160-1","http://cache.lego.com/bigdownloads/buildinginstructions/4108974.pdf","SUBMOUNTAIN CRYSTAL"
"2161-1","http://cache.lego.com/bigdownloads/buildinginstructions/4108975.pdf","SUB-MOUNTAIN DOZER"
"2162-1","http://cache.lego.com/bigdownloads/buildinginstructions/4108976.pdf","SUB-MOUNTAIN DRILLER"
"2170-1","http://cache.lego.com/bigdownloads/buildinginstructions/4618502.pdf","Cole DX"
"2170-1","http://cache.lego.com/bigdownloads/buildinginstructions/4618503.pdf","Cole DX"
"2171-1","http://cache.lego.com/bigdownloads/buildinginstructions/4618504.pdf","Zane DX"
"2171-1","http://cache.lego.com/bigdownloads/buildinginstructions/4618505.pdf","Zane DX"
"2172-1","http://cache.lego.com/bigdownloads/buildinginstructions/4618507.pdf","Nya"
"2172-1","http://cache.lego.com/bigdownloads/buildinginstructions/4618508.pdf","Nya"
"2173-1","http://cache.lego.com/bigdownloads/buildinginstructions/4618509.pdf","Nuckal"
"2173-1","http://cache.lego.com/bigdownloads/buildinginstructions/4618510.pdf","Nuckal"
"2174-1","http://cache.lego.com/bigdownloads/buildinginstructions/4645003.pdf","Kruncha"
"2174-1","http://cache.lego.com/bigdownloads/buildinginstructions/4645004.pdf","Kruncha"
"2175-1","http://cache.lego.com/bigdownloads/buildinginstructions/4645005.pdf","Wyplash"
"2175-1","http://cache.lego.com/bigdownloads/buildinginstructions/4645006.pdf","Wyplash"
"2182-1","http://cache.lego.com/bigdownloads/buildinginstructions/4641235.pdf","Bulk 3.0"
"2183-1","http://cache.lego.com/bigdownloads/buildinginstructions/4641236.pdf","Stringer 3.0"
"2191-1","http://cache.lego.com/bigdownloads/buildinginstructions/4641237.pdf","Furno 3.0"
"2192-1","http://cache.lego.com/bigdownloads/buildinginstructions/4620948.pdf","DRILLDOZER"
"2192-1","http://cache.lego.com/bigdownloads/buildinginstructions/4620949.pdf","DRILLDOZER"
"2193-1","http://cache.lego.com/bigdownloads/buildinginstructions/4620951.pdf","JETBUG"
"2193-1","http://cache.lego.com/bigdownloads/buildinginstructions/4620952.pdf","JETBUG"
"2194-1","http://cache.lego.com/bigdownloads/buildinginstructions/4620955.pdf","NITROBLAST"
"2194-1","http://cache.lego.com/bigdownloads/buildinginstructions/4620956.pdf","NITROBLAST"
"2229-1","http://cache.lego.com/bigdownloads/buildinginstructions/4117957.pdf",""
"2230-1","http://cache.lego.com/bigdownloads/buildinginstructions/4526159.pdf","In-flight Helicopter and Raft"
"2230-1","http://cache.lego.com/bigdownloads/buildinginstructions/4526180.pdf","In-flight Helicopter and Raft"
"2231-1","http://cache.lego.com/bigdownloads/buildinginstructions/4648058.pdf","Waspix"
"2232-1","http://cache.lego.com/bigdownloads/buildinginstructions/4648061.pdf","RAW-JAW"
"2233-1","http://cache.lego.com/bigdownloads/buildinginstructions/4648064.pdf","FANGZ"
"2233-1","http://cache.lego.com/bigdownloads/buildinginstructions/4648065.pdf","FANGZ"
"2234-1","http://cache.lego.com/bigdownloads/buildinginstructions/4117705.pdf","POLICE W. 2 ROAD PLATES"
"2234-1","http://cache.lego.com/bigdownloads/buildinginstructions/4117706.pdf","POLICE W. 2 ROAD PLATES"
"2234-1","http://cache.lego.com/bigdownloads/buildinginstructions/4117707.pdf","POLICE W. 2 ROAD PLATES"
"2234-1","http://cache.lego.com/bigdownloads/buildinginstructions/4117708.pdf","POLICE W. 2 ROAD PLATES"
"2234-1","http://cache.lego.com/bigdownloads/buildinginstructions/4117709.pdf","POLICE W. 2 ROAD PLATES"
"2234-1","http://cache.lego.com/bigdownloads/buildinginstructions/4117710.pdf","POLICE W. 2 ROAD PLATES"
"2234-1","http://cache.lego.com/bigdownloads/buildinginstructions/4117711.pdf","POLICE W. 2 ROAD PLATES"
"2235-1","http://cache.lego.com/bigdownloads/buildinginstructions/4622252.pdf","FIRE LORD"
"2236-1","http://cache.lego.com/bigdownloads/buildinginstructions/4646736.pdf","Scorpio"
"2250-1","http://cache.lego.com/bigdownloads/buildinginstructions/4133278.pdf","Only 1 page"
"2250-1","http://cache.lego.com/bigdownloads/buildinginstructions/4133279.pdf","Only 1 page"
"2250-1","http://cache.lego.com/bigdownloads/buildinginstructions/4133280.pdf","Only 1 page"
"2250-1","http://cache.lego.com/bigdownloads/buildinginstructions/4133281.pdf","Only 1 page"
"2250-1","http://cache.lego.com/bigdownloads/buildinginstructions/4133282.pdf","Only 1 page"
"2250-1","http://cache.lego.com/bigdownloads/buildinginstructions/4133283.pdf","Only 1 page"
"2250-1","http://cache.lego.com/bigdownloads/buildinginstructions/4133284.pdf","Only 1 page"
"2250-1","http://cache.lego.com/bigdownloads/buildinginstructions/4129288.pdf","Page 1 missing"
"2254-1","http://cache.lego.com/bigdownloads/buildinginstructions/4648876.pdf","Mountain Shrine"
"2254-1","http://cache.lego.com/bigdownloads/buildinginstructions/4648877.pdf","Mountain Shrine"
"2255-1","http://cache.lego.com/bigdownloads/buildinginstructions/4644677.pdf","Sensei Wu"
"2255-1","http://cache.lego.com/bigdownloads/buildinginstructions/4644678.pdf","Sensei Wu"
"2256-1","http://cache.lego.com/bigdownloads/buildinginstructions/4645007.pdf","Lord Garmadon"
"2256-1","http://cache.lego.com/bigdownloads/buildinginstructions/4645008.pdf","Lord Garmadon"
"2257-1","http://cache.lego.com/bigdownloads/buildinginstructions/4618499.pdf","Spinjitzu Starter Set"
"2257-1","http://cache.lego.com/bigdownloads/buildinginstructions/4618500.pdf","Spinjitzu Starter Set"
"2258-1","http://cache.lego.com/bigdownloads/buildinginstructions/4625535.pdf","Ninjago Value Pack"
"2258-1","http://cache.lego.com/bigdownloads/buildinginstructions/4625536.pdf","Ninja Ambush"
"2259-1","http://cache.lego.com/bigdownloads/buildinginstructions/4625556.pdf","Ninjago"
"2259-1","http://cache.lego.com/bigdownloads/buildinginstructions/4625558.pdf","Skull Motorbike"
"2260-1","http://cache.lego.com/bigdownloads/buildinginstructions/4645044.pdf",""
"2260-1","http://cache.lego.com/bigdownloads/buildinginstructions/4645046.pdf",""
"2260-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000621.pdf","Ninjago"
"2260-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000622.pdf","Ice Dragon Attack"
"2263-1","http://cache.lego.com/bigdownloads/buildinginstructions/4625724.pdf","Turbo Shredder"
"2263-1","http://cache.lego.com/bigdownloads/buildinginstructions/4644260.pdf","Turbo Shredder"
"2263-1","http://cache.lego.com/bigdownloads/buildinginstructions/4644261.pdf","Turbo Shredder"
"2263-1","http://cache.lego.com/bigdownloads/buildinginstructions/4625725.pdf","Turbo Shredder"
"2282-1","http://cache.lego.com/bigdownloads/buildinginstructions/4646689.pdf","Rocka XL"
"2283-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000946.pdf","Witch Doctor"
"2326-1","http://cache.lego.com/bigdownloads/buildinginstructions/4108895.pdf","GREEN ELEPHANT BUCKET XL"
"2490-1","http://cache.lego.com/bigdownloads/buildinginstructions/4117971.pdf","BI-BEETLE BLASTER"
"2504-1","http://cache.lego.com/bigdownloads/buildinginstructions/4625731.pdf",""
"2504-1","http://cache.lego.com/bigdownloads/buildinginstructions/4644297.pdf","Spinjitzu Dojo"
"2504-1","http://cache.lego.com/bigdownloads/buildinginstructions/4644299.pdf","Spinjitzu Dojo"
"2504-1","http://cache.lego.com/bigdownloads/buildinginstructions/4625730.pdf",""
"2504-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000593.pdf","Spinjitzu Dojo"
"2504-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000612.pdf","Spinjitzu Dojo"
"2505-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000617.pdf","Garmadon's Dark Fortress"
"2505-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000620.pdf","Garmadon's Dark Fortress"
"2505-1","http://cache.lego.com/bigdownloads/buildinginstructions/4642940.pdf","Garmadon's Dark Fortress"
"2505-1","http://cache.lego.com/bigdownloads/buildinginstructions/4642939.pdf","Garmadon's Dark Fortress"
"2505-1","http://cache.lego.com/bigdownloads/buildinginstructions/4625734.pdf",""
"2505-1","http://cache.lego.com/bigdownloads/buildinginstructions/4625735.pdf",""
"2506-1","http://cache.lego.com/bigdownloads/buildinginstructions/4645944.pdf","Skull Truck"
"2506-1","http://cache.lego.com/bigdownloads/buildinginstructions/4645942.pdf","Skull Truck"
"2506-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000625.pdf",""
"2506-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000628.pdf",""
"2506-1","http://cache.lego.com/bigdownloads/buildinginstructions/6020855.pdf","Skull Truck"
"2506-1","http://cache.lego.com/bigdownloads/buildinginstructions/6020904.pdf","Skull Truck"
"2507-1","http://cache.lego.com/bigdownloads/buildinginstructions/6020854.pdf","Fire Temple"
"2507-1","http://cache.lego.com/bigdownloads/buildinginstructions/6020902.pdf","Fire Temple"
"2507-1","http://cache.lego.com/bigdownloads/buildinginstructions/4645946.pdf","Fire Temple"
"2507-1","http://cache.lego.com/bigdownloads/buildinginstructions/4645947.pdf","Fire Temple"
"2507-1","http://cache.lego.com/bigdownloads/buildinginstructions/4645949.pdf","Fire Temple"
"2507-1","http://cache.lego.com/bigdownloads/buildinginstructions/4645950.pdf","Fire Temple"
"2507-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000636.pdf",""
"2507-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000639.pdf",""
"2508-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000673.pdf","Blacksmith Shop"
"2508-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000773.pdf","Blacksmith Shop"
"2509-1","http://cache.lego.com/bigdownloads/buildinginstructions/6000634.pdf","Earth Dragon Defense"
